strains,type_ref,match_per,typing,tree_name,
SRR7800433,DCC1,0.9995,DCC1,DCC1,1
SRR7800473,DCC1,0.9995,DCC1,DCC1,1
SRR7800475,DCC1,0.9995,DCC1,DCC1,1
SRR7800478,DCC1,0.9995,DCC1,DCC1,1
SRR7800479,DCC1,0.9995,DCC1,DCC1,1
SRR7800516,DCC1,0.9995,DCC1,DCC1,1
SRR7800549,DCC2,0.9995,DCC2,DCC2,1
SRR7800600,DCC2,0.9995,DCC2,DCC2,1
SRR7800629,DCC2,0.9995,DCC2,DCC2,1
SRR7800708,DCC1,0.9995,DCC1,DCC1,1
SRR942643,DCC1,0.9995,DCC1,DCC1,1
DRR245199,eDCC31,0.9995,eDCC31,eDCC31,1
ERR7253664,eDCC37,0.9995,eDCC37,eDCC37,1
SRR350465,eDCC34,0.9995,eDCC34,eDCC34,1
SRR6388726,eDCC31,0.9995,eDCC31,eDCC31,1
SRR7800431,eDCC31,0.9995,eDCC31,eDCC31,1
DRR245195,DCC1,0.9996,DCC1,DCC1,1
DRR245211,DCC1,0.9996,DCC1,DCC1,1
ERR1081296,DCC1,0.9996,DCC1,DCC1,1
ERR2524317,DCC1,0.9996,DCC1,DCC1,1
ERR3198417,DCC1,0.9996,DCC1,DCC1,1
ERR3198419,DCC1,0.9996,DCC1,DCC1,1
ERR3198421,DCC1,0.9996,DCC1,DCC1,1
ERR337779,eDCC9,0.9996,eDCC9,eDCC9,1
ERR337787,eDCC9,0.9996,eDCC9,eDCC9,1
ERR340557,eDCC16,0.9996,eDCC16,eDCC16,1
ERR349268,DCC1,0.9996,DCC1,DCC1,1
ERR349278,DCC1,0.9996,DCC1,DCC1,1
ERR363369,eDCC9,0.9996,eDCC9,eDCC9,1
ERR363425,DCC1,0.9996,DCC1,DCC1,1
ERR363478,DCC1,0.9996,DCC1,DCC1,1
ERR369167,DCC1,0.9996,DCC1,DCC1,1
ERR4326559,eDCC9,0.9996,eDCC9,eDCC9,1
ERR4326561,eDCC9,0.9996,eDCC9,eDCC9,1
ERR459819,eDCC16,0.9996,eDCC16,eDCC16,1
ERR459967,eDCC30,0.9996,eDCC30,eDCC30,1
ERR5384766,DCC1,0.9996,DCC1,DCC1,1
ERR7253731,DCC5,0.9996,DCC5,DCC5,1
ERR7253744,DCC1,0.9996,DCC1,DCC1,1
ERR7253823,eDCC16,0.9996,eDCC16,eDCC16,1
ERR8266675,eDCC9,0.9996,eDCC9,eDCC9,1
ERR956274,DCC1,0.9996,DCC1,DCC1,1
SRR10147626,eDCC23,0.9996,eDCC23,eDCC23,1
SRR12051513,DCC1,0.9996,DCC1,DCC1,1
SRR12051566,DCC1,0.9996,DCC1,DCC1,1
SRR12051597,DCC1,0.9996,DCC1,DCC1,1
SRR12051609,DCC1,0.9996,DCC1,DCC1,1
SRR12051629,DCC1,0.9996,DCC1,DCC1,1
SRR12051638,DCC1,0.9996,DCC1,DCC1,1
SRR12051644,DCC1,0.9996,DCC1,DCC1,1
SRR12051816,eDCC16,0.9996,eDCC16,eDCC16,1
SRR13827020,DCC1,0.9996,DCC1,DCC1,1
SRR13827021,DCC1,0.9996,DCC1,DCC1,1
SRR14719107,DCC5,0.9996,DCC5,DCC5,1
SRR15713762,DCC1,0.9996,DCC1,DCC1,1
SRR15713782,DCC1,0.9996,DCC1,DCC1,1
SRR15713801,DCC1,0.9996,DCC1,DCC1,1
SRR15713804,DCC1,0.9996,DCC1,DCC1,1
SRR15713805,DCC1,0.9996,DCC1,DCC1,1
SRR6045114,DCC1,0.9996,DCC1,DCC1,1
SRR6046386,DCC1,0.9996,DCC1,DCC1,1
SRR6871396,DCC1,0.9996,DCC1,DCC1,1
SRR6871405,DCC1,0.9996,DCC1,DCC1,1
SRR7800514,DCC1,0.9996,DCC1,DCC1,1
SRR7800551,DCC1,0.9996,DCC1,DCC1,1
SRR7800631,DCC1,0.9996,DCC1,DCC1,1
SRR7800655,DCC1,0.9996,DCC1,DCC1,1
SRR7800665,DCC1,0.9996,DCC1,DCC1,1
SRR7800672,DCC1,0.9996,DCC1,DCC1,1
SRR7800673,DCC1,0.9996,DCC1,DCC1,1
SRR901666,DCC1,0.9996,DCC1,DCC1,1
DRR245173,eDCC31,0.9996,eDCC31,eDCC31,1
ERR115081,eDCC38,0.9996,eDCC38,eDCC38,1
ERR4326548,eDCC31,0.9996,eDCC31,eDCC31,1
DRR245235,DCC3,0.9996,DCC3,DCC3,1
DRR245260,DCC3,0.9996,DCC3,DCC3,1
DRR245282,DCC3,0.9996,DCC3,DCC3,1
DRR245284,DCC3,0.9996,DCC3,DCC3,1
ERR1081313,DCC3,0.9996,DCC3,DCC3,1
ERR3198484,DCC3,0.9996,DCC3,DCC3,1
ERR3198485,DCC3,0.9996,DCC3,DCC3,1
ERR3198489,DCC3,0.9996,DCC3,DCC3,1
ERR3198493,DCC3,0.9996,DCC3,DCC3,1
ERR330851,DCC3,0.9996,DCC3,DCC3,1
ERR330858,DCC3,0.9996,DCC3,DCC3,1
ERR330868,DCC3,0.9996,DCC3,DCC3,1
ERR330869,DCC3,0.9996,DCC3,DCC3,1
ERR330872,DCC3,0.9996,DCC3,DCC3,1
ERR330878,DCC3,0.9996,DCC3,DCC3,1
ERR330908,DCC3,0.9996,DCC3,DCC3,1
ERR337795,DCC3,0.9996,DCC3,DCC3,1
ERR337818,DCC3,0.9996,DCC3,DCC3,1
ERR337837,DCC3,0.9996,DCC3,DCC3,1
ERR337850,DCC3,0.9996,DCC3,DCC3,1
ERR337861,DCC3,0.9996,DCC3,DCC3,1
ERR337867,DCC3,0.9996,DCC3,DCC3,1
ERR349272,DCC3,0.9996,DCC3,DCC3,1
ERR349286,DCC3,0.9996,DCC3,DCC3,1
ERR349297,DCC3,0.9996,DCC3,DCC3,1
ERR349306,DCC3,0.9996,DCC3,DCC3,1
ERR363312,DCC3,0.9996,DCC3,DCC3,1
ERR363381,DCC3,0.9996,DCC3,DCC3,1
ERR363400,DCC3,0.9996,DCC3,DCC3,1
ERR363405,DCC3,0.9996,DCC3,DCC3,1
ERR369192,DCC3,0.9996,DCC3,DCC3,1
ERR369213,DCC3,0.9996,DCC3,DCC3,1
ERR369219,DCC3,0.9996,DCC3,DCC3,1
ERR369276,DCC3,0.9996,DCC3,DCC3,1
ERR369278,DCC3,0.9996,DCC3,DCC3,1
ERR369282,DCC3,0.9996,DCC3,DCC3,1
ERR369306,DCC3,0.9996,DCC3,DCC3,1
ERR369308,DCC3,0.9996,DCC3,DCC3,1
ERR374056,DCC3,0.9996,DCC3,DCC3,1
ERR374088,DCC3,0.9996,DCC3,DCC3,1
ERR374147,DCC3,0.9996,DCC3,DCC3,1
ERR3899138,DCC3,0.9996,DCC3,DCC3,1
ERR3899139,DCC3,0.9996,DCC3,DCC3,1
ERR3899140,DCC3,0.9996,DCC3,DCC3,1
ERR3899141,DCC3,0.9996,DCC3,DCC3,1
ERR3899142,DCC3,0.9996,DCC3,DCC3,1
ERR3899143,DCC3,0.9996,DCC3,DCC3,1
ERR3899145,DCC3,0.9996,DCC3,DCC3,1
ERR3899146,DCC3,0.9996,DCC3,DCC3,1
ERR3899148,DCC3,0.9996,DCC3,DCC3,1
ERR3899150,DCC3,0.9996,DCC3,DCC3,1
ERR3899152,DCC3,0.9996,DCC3,DCC3,1
ERR3899154,DCC3,0.9996,DCC3,DCC3,1
ERR3899156,DCC3,0.9996,DCC3,DCC3,1
ERR3899157,DCC3,0.9996,DCC3,DCC3,1
ERR3899159,DCC3,0.9996,DCC3,DCC3,1
ERR3899161,DCC3,0.9996,DCC3,DCC3,1
ERR3899162,DCC3,0.9996,DCC3,DCC3,1
ERR3899165,DCC3,0.9996,DCC3,DCC3,1
ERR3899166,DCC3,0.9996,DCC3,DCC3,1
ERR459803,DCC3,0.9996,DCC3,DCC3,1
ERR459806,DCC3,0.9996,DCC3,DCC3,1
ERR459808,DCC3,0.9996,DCC3,DCC3,1
ERR459810,DCC3,0.9996,DCC3,DCC3,1
ERR459876,DCC3,0.9996,DCC3,DCC3,1
ERR459877,DCC3,0.9996,DCC3,DCC3,1
ERR459878,DCC3,0.9996,DCC3,DCC3,1
ERR459928,DCC3,0.9996,DCC3,DCC3,1
ERR459993,DCC3,0.9996,DCC3,DCC3,1
ERR459995,DCC3,0.9996,DCC3,DCC3,1
ERR460002,DCC3,0.9996,DCC3,DCC3,1
ERR460003,DCC3,0.9996,DCC3,DCC3,1
ERR460004,DCC3,0.9996,DCC3,DCC3,1
ERR460027,DCC3,0.9996,DCC3,DCC3,1
ERR460040,DCC3,0.9996,DCC3,DCC3,1
ERR460045,DCC3,0.9996,DCC3,DCC3,1
ERR460047,DCC3,0.9996,DCC3,DCC3,1
ERR460049,DCC3,0.9996,DCC3,DCC3,1
ERR460050,DCC3,0.9996,DCC3,DCC3,1
ERR460054,DCC3,0.9996,DCC3,DCC3,1
ERR460057,DCC3,0.9996,DCC3,DCC3,1
ERR460061,DCC3,0.9996,DCC3,DCC3,1
ERR460062,DCC3,0.9996,DCC3,DCC3,1
ERR460087,DCC3,0.9996,DCC3,DCC3,1
ERR460089,DCC3,0.9996,DCC3,DCC3,1
ERR460091,DCC3,0.9996,DCC3,DCC3,1
ERR460094,DCC3,0.9996,DCC3,DCC3,1
ERR473276,DCC3,0.9996,DCC3,DCC3,1
ERR484966,DCC3,0.9996,DCC3,DCC3,1
ERR484990,DCC3,0.9996,DCC3,DCC3,1
ERR490687,DCC3,0.9996,DCC3,DCC3,1
ERR494846,DCC3,0.9996,DCC3,DCC3,1
ERR494891,DCC3,0.9996,DCC3,DCC3,1
ERR494907,DCC3,0.9996,DCC3,DCC3,1
ERR494923,DCC3,0.9996,DCC3,DCC3,1
ERR494982,DCC3,0.9996,DCC3,DCC3,1
ERR572847,DCC3,0.9996,DCC3,DCC3,1
ERR7253663,DCC3,0.9996,DCC3,DCC3,1
ERR7253729,DCC3,0.9996,DCC3,DCC3,1
ERR7253795,DCC3,0.9996,DCC3,DCC3,1
SRR12051587,DCC3,0.9996,DCC3,DCC3,1
SRR12051833,DCC3,0.9996,DCC3,DCC3,1
SRR12051834,DCC3,0.9996,DCC3,DCC3,1
SRR14719234,DCC3,0.9996,DCC3,DCC3,1
SRR17774876,DCC3,0.9996,DCC3,DCC3,1
SRR17774899,DCC3,0.9996,DCC3,DCC3,1
SRR6388699,DCC3,0.9996,DCC3,DCC3,1
SRR12051564,eDCC31,0.9996,eDCC31,eDCC31,1
SRR12051591,eDCC31,0.9996,eDCC31,eDCC31,1
SRR315392,eDCC34,0.9996,eDCC34,eDCC34,1
DRR245242,DCC1,0.9997,DCC1,DCC1,1
DRR245273,DCC1,0.9997,DCC1,DCC1,1
DRR317428,DCC1,0.9997,DCC1,DCC1,1
DRR317504,DCC1,0.9997,DCC1,DCC1,1
DRR317602,DCC1,0.9997,DCC1,DCC1,1
ERR1081299,DCC2,0.9997,DCC2,DCC2,1
ERR1413168,DCC1,0.9997,DCC1,DCC1,1
ERR1413190,DCC1,0.9997,DCC1,DCC1,1
ERR2759458,DCC2,0.9997,DCC2,DCC2,1
ERR2759467,DCC2,0.9997,DCC2,DCC2,1
ERR2818435,DCC2,0.9997,DCC2,DCC2,1
ERR2818445,DCC2,0.9997,DCC2,DCC2,1
ERR2818447,DCC2,0.9997,DCC2,DCC2,1
ERR2818452,DCC2,0.9997,DCC2,DCC2,1
ERR2818454,DCC2,0.9997,DCC2,DCC2,1
ERR3198457,DCC2,0.9997,DCC2,DCC2,1
ERR3198459,DCC2,0.9997,DCC2,DCC2,1
ERR3198462,DCC2,0.9997,DCC2,DCC2,1
ERR3198470,DCC2,0.9997,DCC2,DCC2,1
ERR3198479,DCC2,0.9997,DCC2,DCC2,1
ERR337740,DCC2,0.9997,DCC2,DCC2,1
ERR337763,DCC2,0.9997,DCC2,DCC2,1
ERR337775,eDCC9,0.9997,eDCC9,eDCC9,1
ERR337782,eDCC9,0.9997,eDCC9,eDCC9,1
ERR337894,DCC1,0.9997,DCC1,DCC1,1
ERR340492,DCC1,0.9997,DCC1,DCC1,1
ERR340499,DCC1,0.9997,DCC1,DCC1,1
ERR340500,DCC1,0.9997,DCC1,DCC1,1
ERR340511,DCC1,0.9997,DCC1,DCC1,1
ERR340526,DCC1,0.9997,DCC1,DCC1,1
ERR340527,DCC1,0.9997,DCC1,DCC1,1
ERR340539,DCC1,0.9997,DCC1,DCC1,1
ERR340553,DCC2,0.9997,DCC2,DCC2,1
ERR340555,DCC1,0.9997,DCC1,DCC1,1
ERR340563,DCC2,0.9997,DCC2,DCC2,1
ERR340565,DCC2,0.9997,DCC2,DCC2,1
ERR343244,DCC1,0.9997,DCC1,DCC1,1
ERR343245,DCC1,0.9997,DCC1,DCC1,1
ERR343246,DCC1,0.9997,DCC1,DCC1,1
ERR343247,DCC1,0.9997,DCC1,DCC1,1
ERR343248,DCC1,0.9997,DCC1,DCC1,1
ERR349302,DCC1,0.9997,DCC1,DCC1,1
ERR349312,DCC1,0.9997,DCC1,DCC1,1
ERR363353,DCC2,0.9997,DCC2,DCC2,1
ERR363365,eDCC9,0.9997,eDCC9,eDCC9,1
ERR363372,eDCC9,0.9997,eDCC9,eDCC9,1
ERR363377,eDCC9,0.9997,eDCC9,eDCC9,1
ERR363441,DCC1,0.9997,DCC1,DCC1,1
ERR363494,DCC1,0.9997,DCC1,DCC1,1
ERR369165,DCC1,0.9997,DCC1,DCC1,1
ERR369166,DCC1,0.9997,DCC1,DCC1,1
ERR369333,DCC1,0.9997,DCC1,DCC1,1
ERR373983,DCC1,0.9997,DCC1,DCC1,1
ERR374093,DCC1,0.9997,DCC1,DCC1,1
ERR374106,DCC1,0.9997,DCC1,DCC1,1
ERR374117,DCC1,0.9997,DCC1,DCC1,1
ERR374118,DCC1,0.9997,DCC1,DCC1,1
ERR374119,DCC1,0.9997,DCC1,DCC1,1
ERR374120,DCC1,0.9997,DCC1,DCC1,1
ERR374121,DCC1,0.9997,DCC1,DCC1,1
ERR374122,DCC1,0.9997,DCC1,DCC1,1
ERR374129,DCC1,0.9997,DCC1,DCC1,1
ERR374130,DCC1,0.9997,DCC1,DCC1,1
ERR374141,DCC1,0.9997,DCC1,DCC1,1
ERR374156,DCC1,0.9997,DCC1,DCC1,1
ERR374157,DCC1,0.9997,DCC1,DCC1,1
ERR374169,DCC1,0.9997,DCC1,DCC1,1
ERR374185,DCC1,0.9997,DCC1,DCC1,1
ERR374194,DCC2,0.9997,DCC2,DCC2,1
ERR374196,DCC2,0.9997,DCC2,DCC2,1
ERR4020055,DCC2,0.9997,DCC2,DCC2,1
ERR4020070,eDCC16,0.9997,eDCC16,eDCC16,1
ERR4020075,DCC2,0.9997,DCC2,DCC2,1
ERR4326512,DCC2,0.9997,DCC2,DCC2,1
ERR4326518,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326535,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326536,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326537,DCC2,0.9997,DCC2,DCC2,1
ERR4326538,DCC2,0.9997,DCC2,DCC2,1
ERR4326543,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326553,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326554,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326558,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326560,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326566,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326567,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326570,eDCC9,0.9997,eDCC9,eDCC9,1
ERR4326574,DCC2,0.9997,DCC2,DCC2,1
ERR459855,DCC1,0.9997,DCC1,DCC1,1
ERR459868,DCC1,0.9997,DCC1,DCC1,1
ERR459941,DCC1,0.9997,DCC1,DCC1,1
ERR459986,DCC1,0.9997,DCC1,DCC1,1
ERR484958,DCC1,0.9997,DCC1,DCC1,1
ERR484989,DCC1,0.9997,DCC1,DCC1,1
ERR484995,DCC1,0.9997,DCC1,DCC1,1
ERR494835,DCC1,0.9997,DCC1,DCC1,1
ERR494905,DCC1,0.9997,DCC1,DCC1,1
ERR5671701,eDCC16,0.9997,eDCC16,eDCC16,1
ERR7253712,eDCC16,0.9997,eDCC16,eDCC16,1
ERR7253734,eDCC9,0.9997,eDCC9,eDCC9,1
ERR7253784,DCC1,0.9997,DCC1,DCC1,1
ERR7253820,DCC2,0.9997,DCC2,DCC2,1
ERR7253828,DCC2,0.9997,DCC2,DCC2,1
ERR754992,eDCC9,0.9997,eDCC9,eDCC9,1
ERR8266570,DCC1,0.9997,DCC1,DCC1,1
ERR8266574,DCC1,0.9997,DCC1,DCC1,1
ERR8266613,DCC1,0.9997,DCC1,DCC1,1
ERR8266640,DCC1,0.9997,DCC1,DCC1,1
SRR12051510,DCC2,0.9997,DCC2,DCC2,1
SRR12051538,DCC1,0.9997,DCC1,DCC1,1
SRR12051542,DCC1,0.9997,DCC1,DCC1,1
SRR12051601,eDCC24,0.9997,eDCC24,eDCC24,1
SRR12051617,DCC1,0.9997,DCC1,DCC1,1
SRR12051621,DCC1,0.9997,DCC1,DCC1,1
SRR12051671,DCC1,0.9997,DCC1,DCC1,1
SRR12051704,DCC2,0.9997,DCC2,DCC2,1
SRR12051780,DCC1,0.9997,DCC1,DCC1,1
SRR12051786,DCC1,0.9997,DCC1,DCC1,1
SRR12051795,DCC1,0.9997,DCC1,DCC1,1
SRR12051799,DCC1,0.9997,DCC1,DCC1,1
SRR12051807,DCC1,0.9997,DCC1,DCC1,1
SRR12051822,DCC1,0.9997,DCC1,DCC1,1
SRR12051831,DCC1,0.9997,DCC1,DCC1,1
SRR12051867,DCC1,0.9997,DCC1,DCC1,1
SRR12574863,DCC1,0.9997,DCC1,DCC1,1
SRR14719110,DCC1,0.9997,DCC1,DCC1,1
SRR14719140,DCC1,0.9997,DCC1,DCC1,1
SRR14719169,DCC1,0.9997,DCC1,DCC1,1
SRR14719267,DCC1,0.9997,DCC1,DCC1,1
SRR14736583,DCC2,0.9997,DCC2,DCC2,1
SRR14736593,DCC2,0.9997,DCC2,DCC2,1
SRR14746710,DCC2,0.9997,DCC2,DCC2,1
SRR315382,DCC1,0.9997,DCC1,DCC1,1
SRR315393,DCC1,0.9997,DCC1,DCC1,1
SRR6044880,DCC1,0.9997,DCC1,DCC1,1
SRR6045566,DCC2,0.9997,DCC2,DCC2,1
SRR6045724,DCC2,0.9997,DCC2,DCC2,1
SRR6046491,DCC1,0.9997,DCC1,DCC1,1
SRR6046714,DCC1,0.9997,DCC1,DCC1,1
SRR6046777,DCC1,0.9997,DCC1,DCC1,1
SRR6046866,DCC1,0.9997,DCC1,DCC1,1
SRR6388672,DCC1,0.9997,DCC1,DCC1,1
SRR6388674,DCC2,0.9997,DCC2,DCC2,1
SRR6388680,DCC1,0.9997,DCC1,DCC1,1
SRR6388740,DCC1,0.9997,DCC1,DCC1,1
SRR6388770,DCC1,0.9997,DCC1,DCC1,1
SRR6871395,DCC2,0.9997,DCC2,DCC2,1
SRR6871403,DCC2,0.9997,DCC2,DCC2,1
SRR7800412,DCC2,0.9997,DCC2,DCC2,1
SRR7800415,DCC1,0.9997,DCC1,DCC1,1
SRR7800593,DCC1,0.9997,DCC1,DCC1,1
SRR7800596,DCC1,0.9997,DCC1,DCC1,1
SRR7800621,DCC1,0.9997,DCC1,DCC1,1
SRR7800626,DCC1,0.9997,DCC1,DCC1,1
SRR7800641,DCC2,0.9997,DCC2,DCC2,1
SRR7800642,DCC2,0.9997,DCC2,DCC2,1
SRR7800647,DCC1,0.9997,DCC1,DCC1,1
SRR7800666,DCC1,0.9997,DCC1,DCC1,1
SRR7800668,DCC1,0.9997,DCC1,DCC1,1
DRR317389,eDCC31,0.9997,eDCC31,eDCC31,1
DRR317391,DCC6,0.9997,DCC6,DCC6,1
DRR317398,eDCC31,0.9997,eDCC31,eDCC31,1
DRR317443,DCC6,0.9997,DCC6,DCC6,1
DRR317463,eDCC37,0.9997,eDCC37,eDCC37,1
DRR317494,DCC6,0.9997,DCC6,DCC6,1
DRR317517,DCC6,0.9997,DCC6,DCC6,1
DRR317563,DCC6,0.9997,DCC6,DCC6,1
DRR317575,eDCC31,0.9997,eDCC31,eDCC31,1
DRR317598,DCC6,0.9997,DCC6,DCC6,1
DRR317613,DCC6,0.9997,DCC6,DCC6,1
ERR2524334,DCC6,0.9997,DCC6,DCC6,1
ERR3198389,eDCC31,0.9997,eDCC31,eDCC31,1
ERR3198393,eDCC31,0.9997,eDCC31,eDCC31,1
ERR3198394,eDCC31,0.9997,eDCC31,eDCC31,1
ERR337739,DCC6,0.9997,DCC6,DCC6,1
ERR337785,DCC6,0.9997,DCC6,DCC6,1
ERR363434,DCC6,0.9997,DCC6,DCC6,1
ERR363487,DCC6,0.9997,DCC6,DCC6,1
ERR374179,DCC6,0.9997,DCC6,DCC6,1
ERR4020089,DCC6,0.9997,DCC6,DCC6,1
ERR4298308,DCC6,0.9997,DCC6,DCC6,1
ERR4326549,eDCC31,0.9997,eDCC31,eDCC31,1
ERR4326552,eDCC31,0.9997,eDCC31,eDCC31,1
ERR7253682,DCC6,0.9997,DCC6,DCC6,1
ERR7253733,DCC6,0.9997,DCC6,DCC6,1
ERR7253739,DCC6,0.9997,DCC6,DCC6,1
ERR7253765,DCC6,0.9997,DCC6,DCC6,1
SRR12051772,DCC6,0.9997,DCC6,DCC6,1
SRR18969486,DCC6,0.9997,DCC6,DCC6,1
SRR18969494,DCC6,0.9997,DCC6,DCC6,1
SRR19357823,DCC6,0.9997,DCC6,DCC6,1
SRR3321820,eDCC31,0.9997,eDCC31,eDCC31,1
SRR6046166,eDCC31,0.9997,eDCC31,eDCC31,1
SRR6388697,eDCC31,0.9997,eDCC31,eDCC31,1
SRR6388698,eDCC31,0.9997,eDCC31,eDCC31,1
SRR6388703,DCC6,0.9997,DCC6,DCC6,1
SRR7800462,DCC6,0.9997,DCC6,DCC6,1
SRR7800730,eDCC31,0.9997,eDCC31,eDCC31,1
DRR245177,DCC1,0.9998,DCC1,DCC1,1
DRR245280,DCC1,0.9998,DCC1,DCC1,1
DRR245287,DCC2,0.9998,DCC2,DCC2,1
DRR317448,eDCC30,0.9998,eDCC30,eDCC30,1
DRR317544,DCC1,0.9998,DCC1,DCC1,1
DRR317578,DCC1,0.9998,DCC1,DCC1,1
ERR1081291,DCC1,0.9998,DCC1,DCC1,1
ERR114972,DCC2,0.9998,DCC2,DCC2,1
ERR114974,eDCC30,0.9998,eDCC30,eDCC30,1
ERR114986,eDCC30,0.9998,eDCC30,eDCC30,1
ERR115104,eDCC30,0.9998,eDCC30,eDCC30,1
ERR1413176,DCC1,0.9998,DCC1,DCC1,1
ERR1413194,DCC1,0.9998,DCC1,DCC1,1
ERR1413204,DCC1,0.9998,DCC1,DCC1,1
ERR2759529,DCC2,0.9998,DCC2,DCC2,1
ERR2818444,DCC2,0.9998,DCC2,DCC2,1
ERR3198409,DCC1,0.9998,DCC1,DCC1,1
ERR3198423,DCC1,0.9998,DCC1,DCC1,1
ERR3198424,DCC1,0.9998,DCC1,DCC1,1
ERR3198425,DCC1,0.9998,DCC1,DCC1,1
ERR3198426,DCC1,0.9998,DCC1,DCC1,1
ERR3198456,DCC2,0.9998,DCC2,DCC2,1
ERR3198505,DCC2,0.9998,DCC2,DCC2,1
ERR3198507,DCC2,0.9998,DCC2,DCC2,1
ERR330759,DCC2,0.9998,DCC2,DCC2,1
ERR330761,DCC2,0.9998,DCC2,DCC2,1
ERR330764,DCC1,0.9998,DCC1,DCC1,1
ERR330772,DCC2,0.9998,DCC2,DCC2,1
ERR330789,DCC2,0.9998,DCC2,DCC2,1
ERR330790,DCC2,0.9998,DCC2,DCC2,1
ERR330791,DCC2,0.9998,DCC2,DCC2,1
ERR330796,DCC1,0.9998,DCC1,DCC1,1
ERR330797,DCC1,0.9998,DCC1,DCC1,1
ERR330798,DCC1,0.9998,DCC1,DCC1,1
ERR330799,DCC1,0.9998,DCC1,DCC1,1
ERR330800,DCC1,0.9998,DCC1,DCC1,1
ERR330801,DCC1,0.9998,DCC1,DCC1,1
ERR330802,DCC1,0.9998,DCC1,DCC1,1
ERR330803,DCC1,0.9998,DCC1,DCC1,1
ERR330804,DCC1,0.9998,DCC1,DCC1,1
ERR330805,DCC1,0.9998,DCC1,DCC1,1
ERR330806,DCC1,0.9998,DCC1,DCC1,1
ERR330807,DCC1,0.9998,DCC1,DCC1,1
ERR330812,DCC1,0.9998,DCC1,DCC1,1
ERR337741,DCC2,0.9998,DCC2,DCC2,1
ERR337765,DCC1,0.9998,DCC1,DCC1,1
ERR337805,DCC2,0.9998,DCC2,DCC2,1
ERR337807,DCC2,0.9998,DCC2,DCC2,1
ERR340506,DCC2,0.9998,DCC2,DCC2,1
ERR340520,DCC2,0.9998,DCC2,DCC2,1
ERR340546,DCC2,0.9998,DCC2,DCC2,1
ERR340556,DCC1,0.9998,DCC1,DCC1,1
ERR340560,DCC2,0.9998,DCC2,DCC2,1
ERR340568,DCC2,0.9998,DCC2,DCC2,1
ERR343182,DCC2,0.9998,DCC2,DCC2,1
ERR343192,DCC2,0.9998,DCC2,DCC2,1
ERR343209,DCC1,0.9998,DCC1,DCC1,1
ERR343216,DCC2,0.9998,DCC2,DCC2,1
ERR343226,DCC1,0.9998,DCC1,DCC1,1
ERR343227,DCC1,0.9998,DCC1,DCC1,1
ERR343236,DCC1,0.9998,DCC1,DCC1,1
ERR349275,DCC2,0.9998,DCC2,DCC2,1
ERR349280,DCC1,0.9998,DCC1,DCC1,1
ERR349290,DCC1,0.9998,DCC1,DCC1,1
ERR349309,DCC2,0.9998,DCC2,DCC2,1
ERR349314,DCC1,0.9998,DCC1,DCC1,1
ERR349324,DCC1,0.9998,DCC1,DCC1,1
ERR363245,DCC2,0.9998,DCC2,DCC2,1
ERR363250,DCC1,0.9998,DCC1,DCC1,1
ERR363275,DCC2,0.9998,DCC2,DCC2,1
ERR363278,DCC2,0.9998,DCC2,DCC2,1
ERR363282,DCC1,0.9998,DCC1,DCC1,1
ERR363283,DCC1,0.9998,DCC1,DCC1,1
ERR363285,DCC1,0.9998,DCC1,DCC1,1
ERR363286,DCC1,0.9998,DCC1,DCC1,1
ERR363287,DCC1,0.9998,DCC1,DCC1,1
ERR363288,DCC1,0.9998,DCC1,DCC1,1
ERR363289,DCC1,0.9998,DCC1,DCC1,1
ERR363290,DCC1,0.9998,DCC1,DCC1,1
ERR363291,DCC1,0.9998,DCC1,DCC1,1
ERR363292,DCC1,0.9998,DCC1,DCC1,1
ERR363293,DCC1,0.9998,DCC1,DCC1,1
ERR363331,DCC2,0.9998,DCC2,DCC2,1
ERR363355,DCC1,0.9998,DCC1,DCC1,1
ERR369154,DCC2,0.9998,DCC2,DCC2,1
ERR369183,DCC2,0.9998,DCC2,DCC2,1
ERR369239,DCC2,0.9998,DCC2,DCC2,1
ERR369270,DCC2,0.9998,DCC2,DCC2,1
ERR369330,DCC2,0.9998,DCC2,DCC2,1
ERR369337,DCC2,0.9998,DCC2,DCC2,1
ERR373972,DCC1,0.9998,DCC1,DCC1,1
ERR374000,DCC1,0.9998,DCC1,DCC1,1
ERR374001,DCC1,0.9998,DCC1,DCC1,1
ERR374044,DCC2,0.9998,DCC2,DCC2,1
ERR374054,DCC2,0.9998,DCC2,DCC2,1
ERR374071,DCC1,0.9998,DCC1,DCC1,1
ERR374078,DCC2,0.9998,DCC2,DCC2,1
ERR374094,DCC1,0.9998,DCC1,DCC1,1
ERR374100,DCC2,0.9998,DCC2,DCC2,1
ERR374146,DCC1,0.9998,DCC1,DCC1,1
ERR374186,DCC1,0.9998,DCC1,DCC1,1
ERR374190,DCC2,0.9998,DCC2,DCC2,1
